Sentence,Subject_ID,Condition_ID,correctness
A group of elephants being cleaned by their handlers in a river.,a99a5340ecb1af802e2f77632506f190,wrong,0
A stop sign located at the intersection of East Village and Woodfield Rd.,a99a5340ecb1af802e2f77632506f190,no,0
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,a99a5340ecb1af802e2f77632506f190,correct,1
A baby elephant walking through a shallow pool of flowing water.,a99a5340ecb1af802e2f77632506f190,no,1
An old man sitting on a bench in a public park.,a99a5340ecb1af802e2f77632506f190,correct,1
An outdoor market has a wide variety of fruit to choose from.,a99a5340ecb1af802e2f77632506f190,wrong,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",a99a5340ecb1af802e2f77632506f190,correct,1
A toddler is sitting on a blanket outdoors eating an apple.,a99a5340ecb1af802e2f77632506f190,correct,1
Some control buttons on an orange and silver electronic device.,a99a5340ecb1af802e2f77632506f190,no,0
A person holding an object in front of a panda bear.,a99a5340ecb1af802e2f77632506f190,no,1
A man walking with an umbrella near a railing above a river.,a99a5340ecb1af802e2f77632506f190,wrong,1
A woman and man sit under a large blue umbrella on a grassy lot.,a99a5340ecb1af802e2f77632506f190,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,a99a5340ecb1af802e2f77632506f190,no,1
A vandalized stop sign in the dark with a sky background.,a99a5340ecb1af802e2f77632506f190,wrong,0
"Two ceramic cups, one with a bird and the other with a fox.",a99a5340ecb1af802e2f77632506f190,correct,0
A cat sitting on the hood of a parked black car in a garage.,a99a5340ecb1af802e2f77632506f190,correct,1
A teddy bear is sitting on the rail of a wire fence.,a99a5340ecb1af802e2f77632506f190,correct,1
A heavily lit-up building in front of a river.,a99a5340ecb1af802e2f77632506f190,no,1
A man holding a baby while standing in front of a mirror.,a99a5340ecb1af802e2f77632506f190,correct,1
People are on the beach flying kites that look like arches in the sky.,a99a5340ecb1af802e2f77632506f190,no,1
People watch from a large boat as a smaller boat is lowered into the ocean.,a99a5340ecb1af802e2f77632506f190,wrong,1
Two giraffes standing on a dirt expanse with trees in background.,73913fb3c766a21af2d4b12f3a759123,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,73913fb3c766a21af2d4b12f3a759123,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",73913fb3c766a21af2d4b12f3a759123,wrong,1
A giraffe standing in front of a grassy plain and blue sky.,73913fb3c766a21af2d4b12f3a759123,no,1
A city skyline is shown with a subway train coming around the bend.,73913fb3c766a21af2d4b12f3a759123,correct,0
A woman and man sit under a large blue umbrella on a grassy lot.,73913fb3c766a21af2d4b12f3a759123,no,1
"Two ceramic cups, one with a bird and the other with a fox.",73913fb3c766a21af2d4b12f3a759123,wrong,1
A toddler is sitting on a blanket outdoors eating an apple.,73913fb3c766a21af2d4b12f3a759123,wrong,1
A vandalized stop sign in the dark with a sky background.,73913fb3c766a21af2d4b12f3a759123,no,1
A heavily lit-up building in front of a river.,73913fb3c766a21af2d4b12f3a759123,correct,1
A bird sits atop a wooden post and watches its surroundings.,73913fb3c766a21af2d4b12f3a759123,correct,1
A group of elephants being cleaned by their handlers in a river.,73913fb3c766a21af2d4b12f3a759123,no,1
A person holding an object in front of a panda bear.,73913fb3c766a21af2d4b12f3a759123,correct,1
A cat sitting on the hood of a parked black car in a garage.,73913fb3c766a21af2d4b12f3a759123,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,73913fb3c766a21af2d4b12f3a759123,no,1
A huge dragon kite flown with a steeple in the background.,73913fb3c766a21af2d4b12f3a759123,no,1
A tray topped with a chicken sandwich next to a cup of fries.,73913fb3c766a21af2d4b12f3a759123,correct,1
A tennis player makes a quick shuffle to return the ball.,73913fb3c766a21af2d4b12f3a759123,wrong,1
A woman in a white shirt standing in front of a fence smiling.,73913fb3c766a21af2d4b12f3a759123,no,1
Plates of food and two glasses of red wine are on a table.,73913fb3c766a21af2d4b12f3a759123,wrong,1
A girl in an orange sweater is sitting on a skateboard.,73913fb3c766a21af2d4b12f3a759123,no,1
A teddy bear is sitting on the rail of a wire fence.,73913fb3c766a21af2d4b12f3a759123,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,73913fb3c766a21af2d4b12f3a759123,correct,0
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,73913fb3c766a21af2d4b12f3a759123,wrong,0
A man holding a baby while standing in front of a mirror.,73913fb3c766a21af2d4b12f3a759123,wrong,1
An outdoor market has a wide variety of fruit to choose from.,73913fb3c766a21af2d4b12f3a759123,no,0
A baby elephant walking through a shallow pool of flowing water.,73913fb3c766a21af2d4b12f3a759123,correct,1
The bench is in a shady area surrounded by plants.,73913fb3c766a21af2d4b12f3a759123,no,1
Some control buttons on an orange and silver electronic device.,73913fb3c766a21af2d4b12f3a759123,correct,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",73913fb3c766a21af2d4b12f3a759123,wrong,1
Several containers of food and beverages on a wooden table outdoors.,73913fb3c766a21af2d4b12f3a759123,correct,1
An old man sitting on a bench in a public park.,73913fb3c766a21af2d4b12f3a759123,wrong,1
"A dried black flower in a long, tall black and white vase.",73913fb3c766a21af2d4b12f3a759123,no,1
A refrigerator mostly empty with only a few bottles of water inside.,73913fb3c766a21af2d4b12f3a759123,correct,1
A man walking with an umbrella near a railing above a river.,73913fb3c766a21af2d4b12f3a759123,no,1
People are on the beach flying kites that look like arches in the sky.,73913fb3c766a21af2d4b12f3a759123,correct,1
A tray full of breakfast foods and drinks on a bed.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,d523094f77a429a9a1b40096b9679c5d,wrong,0
There is an indoor toilet underneath a sign that says please flush.,d523094f77a429a9a1b40096b9679c5d,wrong,1
A colorful truck with a full load of sticks and twigs.,d523094f77a429a9a1b40096b9679c5d,no,0
A dog laying on its side with a remote control under its paw.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A table topped with a cake covered in berries next to a plate of sandwiches.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A cup of coffee with a plate of banana slices on bread.,d523094f77a429a9a1b40096b9679c5d,no,0
A black and white picture of people walking in the rain under umbrellas.,d523094f77a429a9a1b40096b9679c5d,no,0
The red boat is anchored on the shore of the lake in front of the houses.,d523094f77a429a9a1b40096b9679c5d,correct,0
A man covering his eyes while standing next to multiple boxes filled with bananas.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A polar bear pokes his head and one paw out of the water.,d523094f77a429a9a1b40096b9679c5d,correct,0
A blue trash removal truck and two vehicles behind it.,d523094f77a429a9a1b40096b9679c5d,correct,0
A green stop light with a tall building lighted up in the background at night.,d523094f77a429a9a1b40096b9679c5d,no,0
A patio table with two dinner plates of food and two bowls of salad.,d523094f77a429a9a1b40096b9679c5d,no,0
A sign mounted to a pole that reads No Stops.,d523094f77a429a9a1b40096b9679c5d,correct,1
A white swan swimming through a lake next to a boat.,d523094f77a429a9a1b40096b9679c5d,no,0
A baseball player hitting the ball during a baseball game.,d523094f77a429a9a1b40096b9679c5d,correct,0
A white frosted cake sitting in front of some white flowers.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A young girl looking at a huge pizza with surprise.,d523094f77a429a9a1b40096b9679c5d,wrong,1
A fruit smoothie glass on a plate with two strawberries for garnish.,d523094f77a429a9a1b40096b9679c5d,no,0
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",d523094f77a429a9a1b40096b9679c5d,correct,0
Two men holding big wooden sticks with a lot of elephants in the background.,d523094f77a429a9a1b40096b9679c5d,wrong,0
Two young women are eating hot dogs while walking down the sidewalk.,d523094f77a429a9a1b40096b9679c5d,correct,0
A large crowd of people riding horses walks along a trail.,d523094f77a429a9a1b40096b9679c5d,no,0
A dark colored cat looking at a laptop screen.,d523094f77a429a9a1b40096b9679c5d,correct,1
A man in a field of wild flowers holding an orange bat.,d523094f77a429a9a1b40096b9679c5d,correct,0
A large group of people watch as a skater does his tricks.,d523094f77a429a9a1b40096b9679c5d,correct,0
Two silver cars parked beside each other in parking spots.,d523094f77a429a9a1b40096b9679c5d,correct,0
A bathroom with curtains that have floral decor on them.,d523094f77a429a9a1b40096b9679c5d,no,0
A car sitting in the middle of the road near a construction vehicle.,d523094f77a429a9a1b40096b9679c5d,no,0
A baseball player is waiting for the pitch while standing in the batters box.,d523094f77a429a9a1b40096b9679c5d,no,0
A young boy is standing against a wall eating an apple.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A row of surfboards sticking out of the sand sitting next to each other.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A person wearing a helmet and goggles riding a snowboard down the slopes.,d523094f77a429a9a1b40096b9679c5d,no,0
A black cat sitting inside of a sink in the bathroom.,d523094f77a429a9a1b40096b9679c5d,wrong,0
A cat standing on a toilet seat looking at the person taking the photo.,d523094f77a429a9a1b40096b9679c5d,correct,0
A dog laying on its side with a remote control under its paw.,a51ebd706867b2021d1e960835b711b5,correct,1
A baseball player is waiting for the pitch while standing in the batters box.,a51ebd706867b2021d1e960835b711b5,wrong,1
Two men holding big wooden sticks with a lot of elephants in the background.,a51ebd706867b2021d1e960835b711b5,correct,0
A fruit smoothie glass on a plate with two strawberries for garnish.,a51ebd706867b2021d1e960835b711b5,wrong,1
Two young women are eating hot dogs while walking down the sidewalk.,a51ebd706867b2021d1e960835b711b5,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,a51ebd706867b2021d1e960835b711b5,correct,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",a51ebd706867b2021d1e960835b711b5,no,1
A colorful truck with a full load of sticks and twigs.,a51ebd706867b2021d1e960835b711b5,wrong,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,a51ebd706867b2021d1e960835b711b5,wrong,1
A sign mounted to a pole that reads No Stops.,a51ebd706867b2021d1e960835b711b5,no,1
A blue trash removal truck and two vehicles behind it.,a51ebd706867b2021d1e960835b711b5,no,1
There is an indoor toilet underneath a sign that says please flush.,a51ebd706867b2021d1e960835b711b5,correct,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,a51ebd706867b2021d1e960835b711b5,correct,1
A man in a field of wild flowers holding an orange bat.,a51ebd706867b2021d1e960835b711b5,no,1
The red boat is anchored on the shore of the lake in front of the houses.,a51ebd706867b2021d1e960835b711b5,no,1
A large crowd of people riding horses walks along a trail.,a51ebd706867b2021d1e960835b711b5,wrong,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,a51ebd706867b2021d1e960835b711b5,correct,1
A cat standing on a toilet seat looking at the person taking the photo.,a51ebd706867b2021d1e960835b711b5,no,1
A baseball player hitting the ball during a baseball game.,a51ebd706867b2021d1e960835b711b5,no,1
A patio table with two dinner plates of food and two bowls of salad.,a51ebd706867b2021d1e960835b711b5,wrong,1
A polar bear pokes his head and one paw out of the water.,a51ebd706867b2021d1e960835b711b5,no,1
A cup of coffee with a plate of banana slices on bread.,a51ebd706867b2021d1e960835b711b5,wrong,0
Two silver cars parked beside each other in parking spots.,a51ebd706867b2021d1e960835b711b5,no,1
A green stop light with a tall building lighted up in the background at night.,a51ebd706867b2021d1e960835b711b5,wrong,0
A bathroom with curtains that have floral decor on them.,a51ebd706867b2021d1e960835b711b5,wrong,1
A tray full of breakfast foods and drinks on a bed.,a51ebd706867b2021d1e960835b711b5,correct,1
A young boy is standing against a wall eating an apple.,a51ebd706867b2021d1e960835b711b5,correct,1
A dark colored cat looking at a laptop screen.,a51ebd706867b2021d1e960835b711b5,no,1
A white swan swimming through a lake next to a boat.,a51ebd706867b2021d1e960835b711b5,wrong,1
A car sitting in the middle of the road near a construction vehicle.,a51ebd706867b2021d1e960835b711b5,wrong,1
A young girl looking at a huge pizza with surprise.,a51ebd706867b2021d1e960835b711b5,correct,1
A large group of people watch as a skater does his tricks.,a51ebd706867b2021d1e960835b711b5,no,1
A black and white picture of people walking in the rain under umbrellas.,a51ebd706867b2021d1e960835b711b5,wrong,1
A white frosted cake sitting in front of some white flowers.,a51ebd706867b2021d1e960835b711b5,correct,1
A row of surfboards sticking out of the sand sitting next to each other.,a51ebd706867b2021d1e960835b711b5,correct,1
A black cat sitting inside of a sink in the bathroom.,a51ebd706867b2021d1e960835b711b5,correct,0
A table topped with a cake covered in berries next to a plate of sandwiches.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
A bathroom with curtains that have floral decor on them.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A green stop light with a tall building lighted up in the background at night.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A sign mounted to a pole that reads No Stops.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
There is an indoor toilet underneath a sign that says please flush.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
Two young women are eating hot dogs while walking down the sidewalk.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A car sitting in the middle of the road near a construction vehicle.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A cup of coffee with a plate of banana slices on bread.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A polar bear pokes his head and one paw out of the water.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A young girl looking at a huge pizza with surprise.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
Two men holding big wooden sticks with a lot of elephants in the background.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
A dog laying on its side with a remote control under its paw.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
A dark colored cat looking at a laptop screen.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A patio table with two dinner plates of food and two bowls of salad.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
Two silver cars parked beside each other in parking spots.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A fruit smoothie glass on a plate with two strawberries for garnish.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A white swan swimming through a lake next to a boat.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A large group of people watch as a skater does his tricks.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
A young boy is standing against a wall eating an apple.,0b00fe22c50cc54304bdf38a04eae5f7,correct,1
A colorful truck with a full load of sticks and twigs.,0b00fe22c50cc54304bdf38a04eae5f7,wrong,1
A baseball player hitting the ball during a baseball game.,0b00fe22c50cc54304bdf38a04eae5f7,no,1
